"success","trial_type","trial_index","time_elapsed","internal_node_id","group_index","rt","stimulus","response","trial_id","trial_duration","view_history","page_index","exp_stage","block_num","stimulus_duration","choices","spatial_cue","condition","correct_response","whichQuadrant","shape","form","color","current_trial","current_block","correct_trial","ITIParams","attention_check_question","timing_post_trial","exp_id"
"","html-keyboard-response","10","44768","0.0-2.0-6.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","44920","0.0-2.0-7.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","46421","0.0-2.0-8.0","","1045","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_stay_cue_stay",",","3","blue_square","square","blue","2","0","1","","","",""
"","html-keyboard-response","13","46922","0.0-2.0-9.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","47440","0.0-2.0-10.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","516.0639834085592","","","practice","0","516.0639834085592","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","15","47943","0.0-2.0-11.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","48096","0.0-2.0-12.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","49599","0.0-2.0-13.0","","941","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","form","task_switch_cue_switch",",","2","orange_circle","circle","orange","3","0","1","","","",""
"","html-keyboard-response","18","50101","0.0-2.0-14.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","19","50713","0.0-2.0-15.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","611.3500189967017","","","practice","0","611.3500189967017","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","20","51216","0.0-2.0-16.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","51368","0.0-2.0-17.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","52871","0.0-2.0-18.0","","649","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","0","1000","["","","".""]","form","task_stay_cue_switch",".","1","orange_square","square","orange","4","0","1","","","",""
"","html-keyboard-response","23","53372","0.0-2.0-19.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","53386","0.0-2.0-20.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","11.061699500035708","","","practice","0","11.061699500035708","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","25","53888","0.0-2.0-21.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","54040","0.0-2.0-22.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","55543","0.0-2.0-23.0","","864","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_switch_cue_switch",",","3","blue_circle","circle","blue","5","0","1","","","",""
"","html-keyboard-response","28","56044","0.0-2.0-24.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","56559","0.0-2.0-25.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","512.2773758528656","","","practice","0","512.2773758528656","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","30","58582","0.0-3.0-0.0","","2022","<div class=""bigbox""><div class=""picture_box""><p class=""block-text"">
      <div class=""centerbox"">
        <p class=""block-text"">We will now start the test portion.</p>
        <p class=""block-text"">Keep your <b>index finger</b> on the <b>comma key (,)</b> and your <b>middle finger</b> on the <b>period key (.)</b></p>
        <p class=""block-text"">Press <i>enter</i> to continue.</p>
      </div>
      </p></div></div>","enter","test_feedback","30000","","","test","0","","","","","","","","","","","","","","","",""
"","html-keyboard-response","31","60604","0.0-3.0-1.0-0.0","","2022","","enter","test_attention_check","15000","","","test","0","","","","","k","","","","","","","0","","<p class='block-text'>Press the k key</p> <div class=block-text>This screen will advance automatically in 15 seconds. Do not press shift.</div>","1000",""
"","html-keyboard-response","32","61106","0.0-3.0-2.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","61257","0.0-3.0-3.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","34","62758","0.0-3.0-4.0","","793","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","na",".","3","orange_circle","circle","orange","1","0","1","","","",""
"","html-keyboard-response","35","62989","0.0-3.0-5.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","228.33858328974594","","","test","0","228.33858328974594","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","36","63491","0.0-3.0-6.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","37","63641","0.0-3.0-7.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","38","65144","0.0-3.0-8.0","","1078","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",",","3","blue_circle","circle","blue","2","0","1","","","",""
"","html-keyboard-response","39","65391","0.0-3.0-9.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","244.0721177435499","","","test","0","244.0721177435499","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","40","65894","0.0-3.0-10.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","41","66047","0.0-3.0-11.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","42","67550","0.0-3.0-12.0","","874","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",",","4","blue_circle","circle","blue","3","0","0","","","",""
"","html-keyboard-response","43","67764","0.0-3.0-13.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","211.04190560490997","","","test","0","211.04190560490997","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","44","68265","0.0-3.0-14.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","45","68417","0.0-3.0-15.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","46","69918","0.0-3.0-16.0","","932","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",".","4","orange_square","square","orange","4","0","1","","","",""
"","html-keyboard-response","47","71409","0.0-3.0-17.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1487.5898267240668","","","test","0","1487.5898267240668","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","48","71909","0.0-3.0-18.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","49","72060","0.0-3.0-19.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","50","73562","0.0-3.0-20.0","","1087","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",",","1","blue_circle","circle","blue","5","0","1","","","",""
"","html-keyboard-response","51","73741","0.0-3.0-21.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","176.152909734989","","","test","0","176.152909734989","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","52","74242","0.0-3.0-22.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","53","74393","0.0-3.0-23.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","54","75897","0.0-3.0-24.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>","null","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",".","4","orange_square","square","orange","6","0","0","","","",""
"","html-keyboard-response","55","75963","0.0-3.0-25.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","63.22938850261576","","","test","0","63.22938850261576","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","56","76466","0.0-3.0-26.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","57","76618","0.0-3.0-27.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","58","78121","0.0-3.0-28.0","","990","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",",","3","blue_square","square","blue","7","0","1","","","",""
"","html-keyboard-response","59","78197","0.0-3.0-29.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","73.08477050392527","","","test","0","73.08477050392527","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","60","78698","0.0-3.0-30.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","61","78849","0.0-3.0-31.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","62","80352","0.0-3.0-32.0","","962","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",",","4","blue_circle","circle","blue","8","0","1","","","",""
"","html-keyboard-response","63","80561","0.0-3.0-33.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","207.05748932130007","","","test","0","207.05748932130007","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","64","81063","0.0-3.0-34.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","65","81216","0.0-3.0-35.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","66","82719","0.0-3.0-36.0","","886","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",".","3","orange_circle","circle","orange","9","0","1","","","",""
"","html-keyboard-response","67","82783","0.0-3.0-37.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","63.932123977530026","","","test","0","63.932123977530026","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","68","83286","0.0-3.0-38.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","69","83439","0.0-3.0-39.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","70","84942","0.0-3.0-40.0","","822","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",",","1","orange_circle","circle","orange","10","0","1","","","",""
"","html-keyboard-response","71","86405","0.0-3.0-41.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1461.9484564887766","","","test","0","1461.9484564887766","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","72","86907","0.0-3.0-42.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","73","87059","0.0-3.0-43.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","74","88562","0.0-3.0-44.0","","1007","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","3","blue_square","square","blue","11","0","1","","","",""
"","html-keyboard-response","75","88622","0.0-3.0-45.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","58.70622316562132","","","test","0","58.70622316562132","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","76","89124","0.0-3.0-46.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","77","89275","0.0-3.0-47.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","78","90777","0.0-3.0-48.0","","709","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",",","2","orange_circle","circle","orange","12","0","1","","","",""
"","html-keyboard-response","79","91162","0.0-3.0-49.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","381.51906567719124","","","test","0","381.51906567719124","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","80","91664","0.0-3.0-50.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","81","91815","0.0-3.0-51.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","82","93317","0.0-3.0-52.0","","815","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_stay",".","2","blue_square","square","blue","13","0","1","","","",""
"","html-keyboard-response","83","95279","0.0-3.0-53.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1961.8588099962408","","","test","0","1961.8588099962408","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","84","95781","0.0-3.0-54.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","85","95934","0.0-3.0-55.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","86","97436","0.0-3.0-56.0","","728","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",".","4","orange_square","square","orange","14","0","1","","","",""
"","html-keyboard-response","87","97984","0.0-3.0-57.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","547.6633017077759","","","test","0","547.6633017077759","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","88","98485","0.0-3.0-58.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","89","98636","0.0-3.0-59.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","90","100140","0.0-3.0-60.0","","1062","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",".","4","orange_square","square","orange","15","0","1","","","",""
"","html-keyboard-response","91","100532","0.0-3.0-61.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","390.56520881455754","","","test","0","390.56520881455754","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","92","101034","0.0-3.0-62.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","93","101186","0.0-3.0-63.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","94","102688","0.0-3.0-64.0","","962","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",",","3","blue_square","square","blue","16","0","1","","","",""
"","html-keyboard-response","95","102865","0.0-3.0-65.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","174.52795924055746","","","test","0","174.52795924055746","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","96","103367","0.0-3.0-66.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","97","103520","0.0-3.0-67.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","98","105023","0.0-3.0-68.0","","574","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",",","3","blue_square","square","blue","17","0","1","","","",""
"","html-keyboard-response","99","106144","0.0-3.0-69.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1117.4290397995499","","","test","0","1117.4290397995499","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","100","106644","0.0-3.0-70.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","101","106795","0.0-3.0-71.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","102","108299","0.0-3.0-72.0","","820","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",".","1","blue_square","square","blue","18","0","1","","","",""
"","html-keyboard-response","103","108360","0.0-3.0-73.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","58.235516692402115","","","test","0","58.235516692402115","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","104","108861","0.0-3.0-74.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","105","109011","0.0-3.0-75.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
