"success","trial_type","trial_index","time_elapsed","internal_node_id","group_index","rt","stimulus","response","trial_id","trial_duration","view_history","page_index","exp_stage","block_num","stimulus_duration","choices","spatial_cue","condition","correct_response","whichQuadrant","shape","form","color","current_trial","current_block","correct_trial","ITIParams","attention_check_question","timing_post_trial","exp_id"
"","html-keyboard-response","10","43466","0.0-2.0-6.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","43617","0.0-2.0-7.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","45118","0.0-2.0-8.0","","807","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_stay_cue_stay",".","3","orange_square","square","orange","2","0","1","","","",""
"","html-keyboard-response","13","45620","0.0-2.0-9.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","45693","0.0-2.0-10.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","71.5458700439295","","","practice","0","71.5458700439295","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","15","46195","0.0-2.0-11.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","46346","0.0-2.0-12.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","47848","0.0-2.0-13.0","","1047","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","form","task_switch_cue_switch",",","1","orange_circle","circle","orange","3","0","1","","","",""
"","html-keyboard-response","18","48351","0.0-2.0-14.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","19","48375","0.0-2.0-15.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","23.723464873993684","","","practice","0","23.723464873993684","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","20","48877","0.0-2.0-16.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","49029","0.0-2.0-17.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","50531","0.0-2.0-18.0","","1084","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","form","task_stay_cue_switch",",","2","blue_circle","circle","blue","4","0","1","","","",""
"","html-keyboard-response","23","51033","0.0-2.0-19.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","51097","0.0-2.0-20.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","63.76633338530075","","","practice","0","63.76633338530075","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","25","51599","0.0-2.0-21.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","51751","0.0-2.0-22.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","53253","0.0-2.0-23.0","","1234","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_switch_cue_switch",".","3","orange_circle","circle","orange","5","0","1","","","",""
"","html-keyboard-response","28","53755","0.0-2.0-24.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","54255","0.0-2.0-25.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","499.1408832279878","","","practice","0","499.1408832279878","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","30","56274","0.0-3.0-0.0","","2018","<div class=""bigbox""><div class=""picture_box""><p class=""block-text"">
      <div class=""centerbox"">
        <p class=""block-text"">We will now start the test portion.</p>
        <p class=""block-text"">Keep your <b>index finger</b> on the <b>comma key (,)</b> and your <b>middle finger</b> on the <b>period key (.)</b></p>
        <p class=""block-text"">Press <i>enter</i> to continue.</p>
      </div>
      </p></div></div>","enter","test_feedback","30000","","","test","0","","","","","","","","","","","","","","","",""
"","html-keyboard-response","31","58297","0.0-3.0-1.0-0.0","","2023","","enter","test_attention_check","15000","","","test","0","","","","","u","","","","","","","0","","<p class='block-text'>Press the u key</p> <div class=block-text>This screen will advance automatically in 15 seconds. Do not press shift.</div>","1000",""
"","html-keyboard-response","32","58798","0.0-3.0-2.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","58948","0.0-3.0-3.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","34","60450","0.0-3.0-4.0","","880","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","na",".","3","orange_square","square","orange","1","0","1","","","",""
"","html-keyboard-response","35","60606","0.0-3.0-5.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","155.61918380220303","","","test","0","155.61918380220303","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","36","61107","0.0-3.0-6.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","37","61258","0.0-3.0-7.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","38","62760","0.0-3.0-8.0","","1019","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",".","3","orange_square","square","orange","2","0","1","","","",""
"","html-keyboard-response","39","63785","0.0-3.0-9.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1024.5869417678614","","","test","0","1024.5869417678614","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","40","64286","0.0-3.0-10.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","41","64437","0.0-3.0-11.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","42","65939","0.0-3.0-12.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>","null","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",".","2","blue_square","square","blue","3","0","0","","","",""
"","html-keyboard-response","43","66105","0.0-3.0-13.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","163.66912347227117","","","test","0","163.66912347227117","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","44","66606","0.0-3.0-14.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","45","66758","0.0-3.0-15.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","46","68260","0.0-3.0-16.0","","1139","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","3","blue_square","square","blue","4","0","1","","","",""
"","html-keyboard-response","47","68434","0.0-3.0-17.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","173.84721050558403","","","test","0","173.84721050558403","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","48","68935","0.0-3.0-18.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","49","69086","0.0-3.0-19.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","50","70588","0.0-3.0-20.0","","1188","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",".","2","blue_square","square","blue","5","0","1","","","",""
"","html-keyboard-response","51","71441","0.0-3.0-21.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","851.2406534948893","","","test","0","851.2406534948893","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","52","71943","0.0-3.0-22.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","53","72094","0.0-3.0-23.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","54","73597","0.0-3.0-24.0","","963","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","4","blue_circle","circle","blue","6","0","1","","","",""
"","html-keyboard-response","55","74437","0.0-3.0-25.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","839.3170334153589","","","test","0","839.3170334153589","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","56","74939","0.0-3.0-26.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","57","75089","0.0-3.0-27.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","58","76591","0.0-3.0-28.0","","1061","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",",","4","blue_circle","circle","blue","7","0","1","","","",""
"","html-keyboard-response","59","76880","0.0-3.0-29.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","287.5156895230618","","","test","0","287.5156895230618","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","60","77381","0.0-3.0-30.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","61","77532","0.0-3.0-31.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","62","79033","0.0-3.0-32.0","","838","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",",","1","orange_circle","circle","orange","8","0","0","","","",""
"","html-keyboard-response","63","79412","0.0-3.0-33.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","376.7323123639713","","","test","0","376.7323123639713","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","64","79914","0.0-3.0-34.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","65","80065","0.0-3.0-35.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","66","81566","0.0-3.0-36.0","","1038","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_stay",",","1","blue_circle","circle","blue","9","0","1","","","",""
"","html-keyboard-response","67","81717","0.0-3.0-37.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","149.17321939745432","","","test","0","149.17321939745432","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","68","82219","0.0-3.0-38.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","69","82370","0.0-3.0-39.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","70","83872","0.0-3.0-40.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>","null","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","4","blue_square","square","blue","10","0","0","","","",""
"","html-keyboard-response","71","84456","0.0-3.0-41.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","582.5949726279837","","","test","0","582.5949726279837","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","72","84957","0.0-3.0-42.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","73","85109","0.0-3.0-43.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","74","86610","0.0-3.0-44.0","","1058","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",",","1","orange_circle","circle","orange","11","0","1","","","",""
"","html-keyboard-response","75","86721","0.0-3.0-45.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","110.13759593487647","","","test","0","110.13759593487647","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","76","87222","0.0-3.0-46.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","77","87373","0.0-3.0-47.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","78","88875","0.0-3.0-48.0","","989","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_switch",",","2","orange_circle","circle","orange","12","0","1","","","",""
"","html-keyboard-response","79","88910","0.0-3.0-49.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","32.830482359963455","","","test","0","32.830482359963455","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","80","89412","0.0-3.0-50.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","81","89564","0.0-3.0-51.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","82","91066","0.0-3.0-52.0","","992","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_stay",",","2","blue_circle","circle","blue","13","0","1","","","",""
"","html-keyboard-response","83","91551","0.0-3.0-53.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","484.2606447568593","","","test","0","484.2606447568593","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","84","92053","0.0-3.0-54.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","85","92204","0.0-3.0-55.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","86","93706","0.0-3.0-56.0","","950","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",".","4","orange_square","square","orange","14","0","1","","","",""
"","html-keyboard-response","87","94450","0.0-3.0-57.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","742.7069179803542","","","test","0","742.7069179803542","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","88","94950","0.0-3.0-58.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","89","95102","0.0-3.0-59.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","90","96604","0.0-3.0-60.0","","888","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",".","1","orange_square","square","orange","15","0","1","","","",""
"","html-keyboard-response","91","96660","0.0-3.0-61.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","54.77059757551642","","","test","0","54.77059757551642","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","92","97162","0.0-3.0-62.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","93","97314","0.0-3.0-63.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","94","98815","0.0-3.0-64.0","","1162","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","3","blue_circle","circle","blue","16","0","1","","","",""
"","html-keyboard-response","95","99992","0.0-3.0-65.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1175.0174839888605","","","test","0","1175.0174839888605","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","96","100494","0.0-3.0-66.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","97","100645","0.0-3.0-67.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","98","102145","0.0-3.0-68.0","","982","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",".","2","orange_square","square","orange","17","0","1","","","",""
"","html-keyboard-response","99","102448","0.0-3.0-69.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","301.89506539900367","","","test","0","301.89506539900367","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","100","102949","0.0-3.0-70.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","101","103099","0.0-3.0-71.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","102","104601","0.0-3.0-72.0","","1064","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","3","blue_circle","circle","blue","18","0","1","","","",""
"","html-keyboard-response","103","105051","0.0-3.0-73.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","447.82482102613307","","","test","0","447.82482102613307","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","104","105553","0.0-3.0-74.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","105","105703","0.0-3.0-75.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","1","150","","","","","","","","","","","","","","",""
