"success","trial_type","trial_index","time_elapsed","internal_node_id","group_index","rt","stimulus","response","trial_id","trial_duration","view_history","page_index","exp_stage","block_num","stimulus_duration","choices","spatial_cue","condition","correct_response","whichQuadrant","shape","form","color","current_trial","current_block","correct_trial","ITIParams","attention_check_question","timing_post_trial","exp_id"
"","html-keyboard-response","10","41258","0.0-2.0-6.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","41409","0.0-2.0-7.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","42912","0.0-2.0-8.0","","870","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","form","task_switch_cue_switch",",","2","blue_circle","circle","blue","2","0","1","","","",""
"","html-keyboard-response","13","43414","0.0-2.0-9.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","44380","0.0-2.0-10.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","964.3528074188332","","","practice","0","964.3528074188332","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","15","44881","0.0-2.0-11.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","45033","0.0-2.0-12.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","46535","0.0-2.0-13.0","","758","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_switch_cue_switch",",","4","blue_square","square","blue","3","0","1","","","",""
"","html-keyboard-response","18","47037","0.0-2.0-14.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","19","47256","0.0-2.0-15.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","217.09556067247692","","","practice","0","217.09556067247692","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","20","47758","0.0-2.0-16.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","47909","0.0-2.0-17.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","49411","0.0-2.0-18.0","","804","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_stay_cue_switch",",","3","blue_square","square","blue","4","0","0","","","",""
"","html-keyboard-response","23","49912","0.0-2.0-19.0","","null","<div class = fb_box><div class = center-text><font size =20>Incorrect</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","51338","0.0-2.0-20.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","1425.2298685147928","","","practice","0","1425.2298685147928","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","25","51839","0.0-2.0-21.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","51991","0.0-2.0-22.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","0","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","53493","0.0-2.0-23.0","","1043","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","0","1000","["","","".""]","color","task_stay_cue_stay",".","3","orange_circle","circle","orange","5","0","1","","","",""
"","html-keyboard-response","28","53995","0.0-2.0-24.0","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","0","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","54748","0.0-2.0-25.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","752.9034655973621","","","practice","0","752.9034655973621","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","30","56765","0.0-2.1-0.1","","2016","<div class=""bigbox""><div class=""picture_box""><p class=""block-text""><div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 30 seconds.</p>
          <p class=""block-text"">Your accuracy is low. Remember:</p>
          
  <ul style=""text-align:left;"">
    <li>Top 2 quadrants: judge the shape on its <b>form</b></li>
    <li><b>circle</b>: comma key (,)</li>
    <li><b>square</b>: period key (.)</li>
    <li>Bottom 2 quadrants: judge the shape on its <b>color</b></li>
    <li><b>blue</b>: comma key (,)</li>
    <li><b>orange</b>: period key (.)</li>
  </ul>
        
        <p class=""block-text"">You have been responding too slowly.<p class = block-text>Try to respond as quickly and accurately as possible.</p></p>
      <p class=""block-text"">We are now going to repeat the practice round.</p><p class=""block-text"">Press <i>enter</i> to begin.</p></div></p></div></div>","enter","practice_feedback","30000","","","practice","1","","","","","","","","","","","","","","","",""
"","html-keyboard-response","31","57267","0.0-2.1-1.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","32","57418","0.0-2.1-2.1","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","practice_cue","150","","","practice","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","58920","0.0-2.1-3.1","","1188","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","1","1000","["","","".""]","form","na",".","2","blue_square","square","blue","1","1","1","","","",""
"","html-keyboard-response","34","59421","0.0-2.1-4.1","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","35","59606","0.0-2.1-5.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","183.80108205121087","","","practice","1","183.80108205121087","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","36","60107","0.0-2.1-6.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","37","60259","0.0-2.1-7.1","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","practice_cue","150","","","practice","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","38","61761","0.0-2.1-8.1","","1214","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","1","1000","["","","".""]","color","task_switch_cue_switch",".","3","orange_square","square","orange","2","1","1","","","",""
"","html-keyboard-response","39","62263","0.0-2.1-9.1","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","40","62427","0.0-2.1-10.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","163.96604755843506","","","practice","1","163.96604755843506","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","41","62929","0.0-2.1-11.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","42","63081","0.0-2.1-12.1","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","practice_cue","150","","","practice","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","43","64582","0.0-2.1-13.1","","810","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","1","1000","["","","".""]","color","task_stay_cue_switch",".","4","orange_square","square","orange","3","1","1","","","",""
"","html-keyboard-response","44","65083","0.0-2.1-14.1","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","45","65358","0.0-2.1-15.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","274.4607261878887","","","practice","1","274.4607261878887","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","46","65859","0.0-2.1-16.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","47","66010","0.0-2.1-17.1","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","practice_cue","150","","","practice","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","48","67512","0.0-2.1-18.1","","769","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","practice_trial","1500","","","practice","1","1000","["","","".""]","color","task_stay_cue_stay",".","4","orange_circle","circle","orange","4","1","0","","","",""
"","html-keyboard-response","49","68013","0.0-2.1-19.1","","null","<div class = fb_box><div class = center-text><font size =20>Incorrect</font></div></div>","null","practice_feedback","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","50","68088","0.0-2.1-20.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","73.5040555644271","","","practice","1","73.5040555644271","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","51","68589","0.0-2.1-21.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_fixation","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","52","68741","0.0-2.1-22.1","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","practice_cue","150","","","practice","1","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","53","70243","0.0-2.1-23.1","","808","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","practice_trial","1500","","","practice","1","1000","["","","".""]","form","task_switch_cue_switch",".","2","orange_square","square","orange","5","1","1","","","",""
"","html-keyboard-response","54","70746","0.0-2.1-24.1","","null","<div class = fb_box><div class = center-text><font size =20>Correct!</font></div></div>","null","practice_feedback","500","","","practice","1","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","55","70889","0.0-2.1-25.1","","null","<div class = centerbox><div class = fixation>+</div></div>","null","practice_ITI","142.1526039457881","","","practice","1","142.1526039457881","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","56","72910","0.0-3.0-0.0","","2020","<div class=""bigbox""><div class=""picture_box""><p class=""block-text"">
      <div class=""centerbox"">
        <p class=""block-text"">We will now start the test portion.</p>
        <p class=""block-text"">Keep your <b>index finger</b> on the <b>comma key (,)</b> and your <b>middle finger</b> on the <b>period key (.)</b></p>
        <p class=""block-text"">Press <i>enter</i> to continue.</p>
      </div>
      </p></div></div>","enter","test_feedback","30000","","","test","0","","","","","","","","","","","","","","","",""
"","html-keyboard-response","57","74930","0.0-3.0-1.0-0.0","","2018","","enter","test_attention_check","15000","","","test","0","","","","","a","","","","","","","0","","<p class='block-text'>Press the key for the first letter of the English alphabet.</p> <div class=block-text>This screen will advance automatically in 15 seconds. Do not press shift.</div>","1000",""
"","html-keyboard-response","58","75431","0.0-3.0-2.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","59","75582","0.0-3.0-3.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","60","77084","0.0-3.0-4.0","","899","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","na",",","1","blue_circle","circle","blue","1","0","0","","","",""
"","html-keyboard-response","61","77180","0.0-3.0-5.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","94.32884743752732","","","test","0","94.32884743752732","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","62","77681","0.0-3.0-6.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","63","77832","0.0-3.0-7.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","64","79334","0.0-3.0-8.0","","817","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_stay",".","1","orange_square","square","orange","2","0","1","","","",""
"","html-keyboard-response","65","80546","0.0-3.0-9.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1210.0986327856579","","","test","0","1210.0986327856579","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","66","81048","0.0-3.0-10.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","67","81199","0.0-3.0-11.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","68","82701","0.0-3.0-12.0","","834","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",".","4","orange_circle","circle","orange","3","0","1","","","",""
"","html-keyboard-response","69","82890","0.0-3.0-13.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","186.83504585496212","","","test","0","186.83504585496212","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","70","83391","0.0-3.0-14.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","71","83542","0.0-3.0-15.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","72","85044","0.0-3.0-16.0","","895","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","form","task_switch_cue_switch",",","2","orange_circle","circle","orange","4","0","1","","","",""
"","html-keyboard-response","73","85152","0.0-3.0-17.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","107.1169071150743","","","test","0","107.1169071150743","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","74","85654","0.0-3.0-18.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","75","85805","0.0-3.0-19.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","76","87307","0.0-3.0-20.0","","806","<div class = bigbox><div class = quad_box><div class = decision-top-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_stay",".","2","blue_square","square","blue","5","0","1","","","",""
"","html-keyboard-response","77","87714","0.0-3.0-21.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","405.2928108472663","","","test","0","405.2928108472663","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","78","88215","0.0-3.0-22.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","79","88365","0.0-3.0-23.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-left></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","80","89867","0.0-3.0-24.0","","878","<div class = bigbox><div class = quad_box><div class = decision-top-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_square.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","form","task_stay_cue_switch",".","1","orange_square","square","orange","6","0","1","","","",""
"","html-keyboard-response","81","90397","0.0-3.0-25.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","528.3610116354477","","","test","0","528.3610116354477","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","82","90898","0.0-3.0-26.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","83","91049","0.0-3.0-27.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","84","92551","0.0-3.0-28.0","","708","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_switch_cue_switch",",","3","blue_square","square","blue","7","0","1","","","",""
"","html-keyboard-response","85","92871","0.0-3.0-29.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","318.2489174889488","","","test","0","318.2489174889488","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","86","93372","0.0-3.0-30.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","87","93523","0.0-3.0-31.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","88","95026","0.0-3.0-32.0","","852","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/blue_square.png'></img></div></div></div></div></div>",",","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",",","4","blue_square","square","blue","8","0","1","","","",""
"","html-keyboard-response","89","95296","0.0-3.0-33.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","268.91119199318194","","","test","0","268.91119199318194","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","90","95798","0.0-3.0-34.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","91","95949","0.0-3.0-35.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-left></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","92","97451","0.0-3.0-36.0","","832","<div class = bigbox><div class = quad_box><div class = decision-bottom-left><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",".","4","orange_circle","circle","orange","9","0","1","","","",""
"","html-keyboard-response","93","99030","0.0-3.0-37.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","1576.7608926065639","","","test","0","1576.7608926065639","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","94","99531","0.0-3.0-38.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","95","99682","0.0-3.0-39.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","96","101183","0.0-3.0-40.0","","871","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_switch",".","3","orange_circle","circle","orange","10","0","1","","","",""
"","html-keyboard-response","97","101245","0.0-3.0-41.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","60.88420845637202","","","test","0","60.88420845637202","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","98","101745","0.0-3.0-42.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","99","101896","0.0-3.0-43.0","","null","<div class = bigbox><div class = quad_box><div class = decision-bottom-right></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
"","html-keyboard-response","100","103398","0.0-3.0-44.0","","768","<div class = bigbox><div class = quad_box><div class = decision-bottom-right><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/spatial_task_switching_rdoc/images/orange_circle.png'></img></div></div></div></div></div>",".","test_trial","1500","","","test","0","1000","["","","".""]","color","task_stay_cue_stay",".","3","orange_circle","circle","orange","11","0","1","","","",""
"","html-keyboard-response","101","103496","0.0-3.0-45.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_ITI","95.2553588291351","","","test","0","95.2553588291351","","","","","","","","","","","","{""min"":0,""max"":5,""mean"":0.5}","","",""
"","html-keyboard-response","102","103998","0.0-3.0-46.0","","null","<div class = centerbox><div class = fixation>+</div></div>","null","test_fixation","500","","","test","2","500","","","","","","","","","","","","","","",""
"","html-keyboard-response","103","104150","0.0-3.0-47.0","","null","<div class = bigbox><div class = quad_box><div class = decision-top-right></div></div></div>","null","test_cue","150","","","test","2","150","","","","","","","","","","","","","","",""
