sub_id,source,platform,complete,n_trials,n_go,n_stop,go_accuracy,go_omission_rate,go_rt,go_rt_all_responses,mean_stop_failure_RT,stop_accuracy,max_SSD,mean_SSD,min_SSD,final_SSD,ssrt,lag1_autocorr,post_error_slowing_ms
2026-07-04_16-53-05-778565,bot,stopit,True,288,216,72,0.9398148148148148,0.023148148148148147,650.384236453202,651.4691943127962,579.4411764705883,0.5277777777777778,600.0,440.27777777777777,200.0,450.0,210.10645867542422,0.04949957927200504,22.23322259136205
2026-07-04_17-01-28-070808,bot,stopit,True,288,216,72,0.9722222222222222,0.004629629629629629,604.2285714285714,605.2186046511628,540.0285714285715,0.5138888888888888,600.0,401.3888888888889,200.0,250.0,202.83968253968249,0.033827614741015366,16.18706766917296
2026-07-04_17-09-36-206516,bot,stopit,True,288,216,72,0.9907407407407407,0.0,525.1401869158879,524.6481481481482,443.1111111111111,0.5,350.0,219.44444444444446,50.0,250.0,305.6957424714434,-0.06977535617604248,72.69293478260869
2026-07-04_17-17-24-266001,bot,stopit,True,288,216,72,0.9259259259259259,0.004629629629629629,712.45,707.8976744186047,590.0,0.5277777777777778,600.0,423.6111111111111,200.0,450.0,288.83888888888896,-0.07272665573720996,40.410575858250354
2026-07-04_17-25-54-412589,bot,stopit,True,288,216,72,0.9814814814814815,0.004629629629629629,612.4528301886793,615.4279069767442,548.8,0.5138888888888888,500.0,315.27777777777777,200.0,250.0,297.1750524109015,0.18741051817027393,-10.7267759562842
2026-07-04_17-34-06-720042,bot,stopit,True,288,216,72,0.9768518518518519,0.0,725.5545023696683,725.1944444444445,629.5151515151515,0.5416666666666666,550.0,438.8888888888889,200.0,450.0,286.66561348077937,-0.03265110300661539,34.31349206349216
2026-07-04_17-42-45-832169,bot,stopit,True,288,216,72,0.9259259259259259,0.013888888888888888,657.175,656.5352112676056,493.45714285714286,0.5138888888888888,500.0,344.44444444444446,150.0,350.0,312.7305555555555,-0.007874072033780672,68.53057199211037
2026-07-04_17-51-06-919923,bot,stopit,True,288,216,72,0.9583333333333334,0.009259259259259259,678.4492753623189,677.8691588785047,29603.882352941175,0.5277777777777778,500.0,380.55555555555554,200.0,450.0,297.89371980676333,-0.013074588172137786,-5584.545439870863
2026-07-04_18-19-51-898226,bot,stopit,True,288,216,72,0.9953703703703703,0.004629629629629629,624.8186046511628,624.8186046511628,560.0857142857143,0.5138888888888888,600.0,404.1666666666667,200.0,250.0,220.6519379844961,-0.10694831426251836,6.5285326086956275
2026-07-04_20-20-48-755888,bot,stopit,True,288,216,72,0.8611111111111112,0.05092592592592592,716.8870967741935,715.2536585365854,579.969696969697,0.5416666666666666,700.0,431.94444444444446,200.0,450.0,284.9426523297491,-0.06283980422399685,72.76072054838198
2026-07-04_20-29-32-760137,bot,stopit,True,288,216,72,0.9305555555555556,0.0,737.8706467661691,732.4537037037037,618.0,0.5416666666666666,600.0,448.6111111111111,200.0,450.0,289.259535655058,0.050630741963483,9.050000000000068
2026-07-04_20-38-14-575838,bot,stopit,True,288,216,72,0.9629629629629629,0.009259259259259259,667.9903846153846,668.7897196261682,611.8235294117648,0.5277777777777778,500.0,341.6666666666667,200.0,350.0,326.32371794871796,0.09211338735726152,14.009420849420849
2026-07-04_20-46-41-584313,bot,stopit,True,288,216,72,0.9768518518518519,0.018518518518518517,639.3222748815166,639.7452830188679,557.4117647058823,0.5277777777777778,550.0,411.1111111111111,200.0,450.0,228.2111637704055,-0.03516581551048738,20.382488479262747
2026-07-04_20-54-59-516350,bot,stopit,True,288,216,72,0.9537037037037037,0.018518518518518517,685.7912621359224,683.9150943396227,621.6176470588235,0.5277777777777778,550.0,433.3333333333333,200.0,450.0,252.45792880258904,0.13642464751608468,46.25923392612856
2026-07-04_21-03-25-562412,bot,stopit,True,288,216,72,0.9490740740740741,0.0,619.1902439024391,618.1527777777778,549.1470588235294,0.5277777777777778,500.0,350.0,200.0,450.0,269.1902439024391,-0.18348855567007155,48.59612154527406
