sub_id,source,platform,complete,n_trials,n_go,n_stop,go_accuracy,go_omission_rate,go_rt,go_rt_all_responses,mean_stop_failure_RT,stop_accuracy,max_SSD,mean_SSD,min_SSD,final_SSD,ssrt,lag1_autocorr,post_error_slowing_ms
2026-07-04_16-21-56-869164,bot,expfactory,True,180,120,60,0.9916666666666667,0.008333333333333333,723.2268907563025,723.2268907563025,603.6774193548387,0.48333333333333334,550.0,441.6666666666667,300.0,400.0,281.5602240896358,-0.17882163011710028,89.97271952259166
2026-07-04_16-31-29-579243,bot,expfactory,True,180,120,60,0.9666666666666667,0.025,655.7327586206897,655.6581196581196,558.2666666666667,0.5,500.0,373.3333333333333,250.0,300.0,282.39942528735634,0.03648917207718266,34.190721649484544
2026-07-04_16-41-09-057751,bot,expfactory,True,180,120,60,0.9083333333333333,0.041666666666666664,735.816513761468,737.3739130434783,638.516129032258,0.48333333333333334,650.0,503.3333333333333,350.0,500.0,232.48318042813463,0.09387646966702974,76.71008939974467
2026-07-04_16-50-17-231007,bot,expfactory,True,180,120,60,0.975,0.008333333333333333,797.5470085470085,796.453781512605,678.5862068965517,0.5166666666666667,700.0,576.6666666666666,450.0,600.0,220.88034188034192,-0.07520523465708831,88.78808705612835
2026-07-04_16-59-30-797455,bot,expfactory,True,180,120,60,0.9583333333333334,0.0,702.1913043478261,705.2,632.2333333333333,0.5,600.0,443.3333333333333,300.0,400.0,258.85797101449276,-0.12220956996738647,122.36021505376345
2026-07-04_17-09-24-434108,bot,expfactory,True,180,120,60,0.9166666666666666,0.041666666666666664,669.209090909091,673.8869565217391,592.3793103448276,0.5166666666666667,650.0,460.0,250.0,400.0,209.20909090909095,-0.04135118433929085,101.43181818181813
2026-07-04_17-18-54-607990,bot,expfactory,True,180,120,60,0.9916666666666667,0.008333333333333333,611.2521008403361,611.2521008403361,528.8709677419355,0.48333333333333334,450.0,326.6666666666667,200.0,300.0,284.5854341736694,-0.08900821098276955,92.16372549019616
2026-07-04_17-28-40-333542,bot,expfactory,True,180,120,60,0.925,0.016666666666666666,615.3333333333334,615.0677966101695,530.1724137931035,0.5166666666666667,500.0,391.6666666666667,200.0,500.0,223.66666666666669,-0.04343965770236447,16.116359447004697
2026-07-04_17-38-07-770717,bot,expfactory,True,180,120,60,0.925,0.016666666666666666,714.7477477477478,719.4915254237288,573.5,0.4666666666666667,600.0,381.6666666666667,150.0,200.0,333.0810810810811,-0.041870585537248754,25.096774193548413
2026-07-04_17-47-44-222754,bot,expfactory,True,180,120,60,0.9833333333333333,0.0,581.8813559322034,583.025,563.2,0.5,450.0,346.6666666666667,200.0,400.0,235.21468926553672,-0.0977826046220679,62.19480519480521
2026-07-04_18-17-31-259216,bot,expfactory,True,180,120,60,0.9833333333333333,0.008333333333333333,524.0169491525423,523.9663865546219,439.7241379310345,0.5166666666666667,400.0,261.6666666666667,150.0,400.0,262.35028248587565,-0.08177849545952251,74.49570446735402
2026-07-04_20-20-48-754704,bot,expfactory,True,180,120,60,0.9583333333333334,0.025,698.8260869565217,700.7008547008547,581.3548387096774,0.48333333333333334,650.0,471.6666666666667,350.0,500.0,227.15942028985506,-0.1856599296630938,74.22188449848034
2026-07-04_20-30-12-916415,bot,expfactory,True,180,120,60,0.9583333333333334,0.025,559.6260869565217,558.3333333333334,509.2258064516129,0.48333333333333334,400.0,305.0,150.0,200.0,254.6260869565217,-0.07369933887516031,122.56210526315795
2026-07-04_20-39-56-230095,bot,expfactory,True,180,120,60,0.9416666666666667,0.03333333333333333,688.566371681416,692.7155172413793,568.3333333333334,0.5,550.0,408.3333333333333,200.0,500.0,280.23303834808263,-0.07456046470870972,40.86944444444441
2026-07-04_20-49-16-447612,bot,expfactory,True,180,120,60,0.95,0.025,778.4035087719299,776.5897435897435,613.1290322580645,0.48333333333333334,600.0,415.0,300.0,400.0,363.40350877192986,-0.028673006664228052,49.52164343360232
2026-07-04_20-58-31-995987,bot,expfactory,True,180,120,60,0.9666666666666667,0.0,690.448275862069,688.1,603.7333333333333,0.5,450.0,345.0,250.0,300.0,345.44827586206895,-0.020954676522186327,12.385093167701825
2026-07-04_21-14-11-511432,bot,expfactory,True,180,120,60,0.95,0.025,620.7543859649123,620.8290598290598,490.80645161290323,0.48333333333333334,550.0,383.3333333333333,200.0,400.0,237.42105263157902,-0.09458270505897394,134.89999999999998
2026-07-04_21-23-36-942281,bot,expfactory,True,180,120,60,0.9166666666666666,0.03333333333333333,645.6,647.7155172413793,556.8965517241379,0.5166666666666667,450.0,350.0,100.0,400.0,295.6,-0.05959242504127065,120.03499999999997
2026-07-04_21-33-16-275510,bot,expfactory,True,180,120,60,0.95,0.041666666666666664,690.6666666666666,688.408695652174,572.4827586206897,0.5166666666666667,650.0,486.6666666666667,300.0,600.0,203.99999999999994,0.04014596024515474,76.47872340425533
2026-07-05_09-21-29-585244,bot,expfactory,True,180,120,60,0.95,0.03333333333333333,493.3333333333333,492.0344827586207,389.93548387096774,0.48333333333333334,350.0,215.0,150.0,200.0,278.3333333333333,-0.020044686634256886,31.64723404255318
